,y,y_pred
3274,বসা,বসা
3275,আমার,আমি
3276,সিনেমা,সিনেমা
3277,শোনা,শোনা
3278,মিশানো,মেশা
3279,প্রথম,প্রথম
3280,পুষ্টকলেবর,পুষ্টকলেবর
3281,অন্তর্নিহিত,অন্তর্নিহিত
3282,ধুলা,ধুলা
3283,অবতরণ,অবতরণ
3284,ডেকামিটার,ডেকামিটার
3285,ঠাকুরমা,ঠাকুরমা
3286,এর,এর
3287,বানর,বানর
3288,আফ্রিকান,আফ্রিকান
3289,জেড,জেড
3290,পড়ুয়া,পড়ুয়া
3291,তুম,তুম
3292,রংধনু,রংধনু
3293,নিচ,নিচেরদিক
3294,সংকট,সংকট
3295,খালেদ,খালে
3296,গামছা,গামছা
3297,উদ্যোগ,উদ্যোগ
3298,বিভিন্ন,বিভিন্ন
3299,এযাবৎ,এযাবৎকাল
3300,মহাকাশ,মহাকাশ
3301,কাঁদা,কাঁদা
3302,রোবট,রোবট
3303,বুড়,বুড়
3304,ভাবুক,ভাবুক
3305,বন,বন
3306,আর্নেস্ট,আর্নেস্ট
3307,বকেয়া,বকেয়া
3308,বিশেষ,বিশেষ
3309,কদাচিৎ,কদাচিৎসন
3310,উত্কর্ষ,উত্কর্ষ
3311,মিউনিসিপ্যাল,মিউনিসিপ্যাল
3312,মারধোর,মারধোর
3313,গণআন্দোলন,গণআন্দোলন
3314,চকিত,চকিত
3315,বোঝা,বুঝা
3316,ফেল,ফেলা
3317,যেগুলো,যেগুলো
3318,রাখা,রাখা
3319,আনমন,আনমন
3320,কর্তা,কর্তা
3321,সার্জন,সার্জন
3322,মিশ্র,মিশ্রন
3323,তীত,তীত
3324,যথা,অযথা
3325,লেখক,লেখক
3326,মূল,মূলত
3327,সন্তান,সন্তান
3328,জিহাদ,জিহাদ
3329,ছড়ানো,ছড়ানো
3330,কমিট,কমিট
3331,হিংস্র,হিংস্র
3332,তিনি,তিনি
3333,আনন্দ,আনন্দ
3334,জেলে,জেলে
3335,ক্যমেরা,ক্যমেরা
3336,অরণ্য,অরণ্য
3337,আয়তন,আয়তন
3338,ছাড়পত্র,ছাড়পত্র
3339,সাতারা,সাতা
3340,ফিক্টি,ফিক্টি
3341,আত্মীয়সন্দর্শন,আত্মীয়সন্দর্জন
3342,কাজকর্ম,কাজকর্ম
3343,আদায়,আদায়
3344,বীর্যপাত,বীর্যপাত
3345,ডাবল,ডাবল
3346,মূর্তিতত্ত্ব,মূর্তিতত্ত্ব
3347,বনছায়া,বনারা
3348,কাজিম,কাজিম
3349,অপব্যবহার,অপব্যবহার
3350,জোরদার,জোরদার
3351,উন্মোচন,উন্মোচন
3352,কিডনি,কিডনি
3353,মুক্তিযোদ্ধা,মুক্তিযোদ্ধা
3354,অধিকাংশ,অধিকাংশ
3355,লক্ষণ,লক্ষণ
3356,আংটি,আংটি
3357,অবিনাশ,অবিনাশ
3358,পুণর্গঠনকাল,পুণর্গঠন
3359,থিঙ্কিং,থিঙ্কিং
3360,হরিচিন্তা,হরিচিন্তা
3361,খেজুর,খেজুর
3362,মুম্বাই,মুম্বাই
3363,আঞ্চলিক,আঞ্চলিক
3364,এদের,এ
3365,অফিস,অফিসকক্ষ
3366,আরইবি,আরইবি
3367,প্রশ্ন,প্রশ্ন
3368,জনপদ,জনপদ
3369,অন্ধকার,অন্ধকার
3370,প্রাথী,প্রাথী
3371,শত্রু,শত্রু
3372,ধনসম্পদ,ধনসম্পদ
3373,রাখা,রাখা
3374,টিপ,টিপ
3375,বিল্ডিং,বিল্ডিং
3376,প্লাবিত,প্লাবিত
3377,আটা,আটা
3378,ফার্নো,ফার্নো
3379,ওধার,ওধার
3380,আত্মপ্রকাশ,আত্মপ্রকাশ
3381,প্রত্যেক,প্রত্যেক
3382,মুরগি,মুরগি
3383,যথা,যথা
3384,বাবামা,বাবামা
3385,জাসদ,জাসদ
3386,ক্ষমা,ক্ষমা
3387,রোমানা,রোমানা
3388,অলিগলি,অলিগলি
3389,ত্রিবেণী,ত্রিবেণী
3390,এদিক,এদিক
3391,ঠান্ডা,ঠান্ডা
3392,বাণিজ্য,বাণিজ্য
3393,বশিতা,বশিতা
3394,ছটফট,ছটফট
3395,অনবধান,অনবধান
3396,বেকারী,বেকারী
3397,লঞ্চ,লঞ্চ
3398,সাক্ষী,সাক্ষী
3399,বৈজ্ঞানিক,বিজ্ঞান
3400,জন্মাষ্টমী,জন্ম
3401,চওড়া,চওড়া
3402,বাধা,বাধা
3403,একই,এক
3404,দেব,দেবোত্তর
3405,আগে,আগ
3406,আ্যন,আ্যন
3407,জীবন্ত,জীবন্ত
3408,রাজদণ্ড,রাজদণ্ড
3409,যাকাত,যাকাত
3410,দেখা,দেখা
3411,লেখা,লেখা
3412,বয়াম,বয়াম
3413,বায়ু,বায়ুম
3414,গ্রন্থাগার,গ্রন্থাগার
3415,অনুশীলন,অনুশীলন
3416,সিগন্যালক,সিগন্যাল
3417,জরিত,জড়ানো
3418,মদনপল্লী,মদনপল্লী
3419,থাই,থাই
3420,অই,অই
3421,অমিত,অমিত
3422,গুলদাস্তা,গুলদাস্তা
3423,অরিন্দম,অরিন্দম
3424,আমড়া,আমড়া
3425,শহীদ,শহীদ
3426,কঙ্কর,কঙ্কর
3427,এরপর,এরপর
3428,জাতি,জাতি
3429,গণ্ডার,গণ্ডার
3430,গান্ধী,গান্ধী
3431,হাটিংটন,হাটিংটন
3432,অথেন্টিকেশন,অথেন্টিকেশন
3433,জাফর,জাফর
3434,রুপান্তর,রুপান্তরিক
3435,অকাল,অকাল
3436,অভিবাদন,অভিবাদন
3437,কোম্পানী,কোম্পানী
3438,গোথাম,গোথাম
3439,ধরা,ধরা
3440,বয়েজ,বয়েজ
3441,উপাদান,উপাদান
3442,অধিবর্ষ,অধিবর্ষ
3443,পারমাণবিক,পারমাণবিক
3444,পাকা,পাকা
3445,ছলছল,ছলছল
3446,বিস্ময়,বিস্ময়কর
3447,পড়া,পড়া
3448,কুরুক্ষেত্র,কুরু
3449,আনুপাতিক,আনুপাতিক
3450,গন্তব্য,গন্তব্য
3451,আবেদন,আবেদনকারী
3452,কফিন,কফিন
3453,অদম্য,অদম্য
3454,খাঁচা,খাঁচা
3455,আখড়া,আখড়া
3456,উদযাপন,উদযাপন
3457,দুগ্ধ,দুগ্ধ
3458,ধোঁয়া,ধোঁয়া
3459,হোগারস,হোগারস
3460,তরুণ,তরুণ
3461,ঘোরা,ঘুর
3462,রাখাল,রাখাল
3463,দৌড়,দৌড়
3464,জাহাজ,জাহাজ
3465,কপাল,কপাল
3466,গম্ভীর,গম্ভীর
3467,কাকাবাবু,কাকাবাবু
3468,বিচারবহির্ভূত,বিচার
3469,খায়েশ,খায়েশ
3470,ভিতরকার,ভিতর
3471,করা,করা
3472,অবিচার,অবিচার
3473,করা,করা
3474,রোপন,রোপন
3475,হোয়াইট,হোয়াইট
3476,বাম,বাম
3477,দোষ,দোষ
3478,ধাঁধা,ধাঁধা
3479,পৌঁছা,পৌঁছা
3480,ব্যভিচারী,ব্যভিচার
3481,হাজী,হাজী
3482,স্পোর্টস,স্পোর্টস
3483,আসামি,আসামি
3484,স্বাস্থ্য,স্বাস্থ্য
3485,সাম্রাজ্য,সাম্রাজ্য
3486,শিলাইদহ,শিলাইদহ
3487,স্পিরিট,স্পিরিট
3488,শাস্তি,শাস্তি
3489,দরকার,দরকার
3490,তলদেশে,তলদেশে
3491,অম্ল,অম্ল
3492,আখড়া,আখড়া
3493,ভাগনা,ভাগন
3494,মিলিমিটার,মিলিমিটার
3495,সফর,সফরসঙ্গী
3496,যাদব,যাদব
3497,অবগুণ্ঠন,অবগুণ্ঠন
3498,দগ্ধ,দগ্ধ
3499,শরীফ,শরীফ
3500,হটা,হটানো
3501,বিশ্বাসঘাতক,বিশ্বাসঘাতক
3502,মাতাল,মাতাল
3503,আয়াত,আয়াত
3504,কাছ,কাছে
3505,দেশ,দেশ
3506,অন্যায়,অন্যায়
3507,উত্তরাধিকারী,উত্তরাধিকারী
3508,হুমকি,হুমকি
3509,ক্রেসেন্ট,ক্রেসেন্ট
3510,করমর্দন,করমর্দন
3511,কাচা,কাচা
3512,দূতাবাস,দূতাবাস
3513,নাচা,নাচ
3514,নেটওয়ার্ক,নেটওয়ার্ক
3515,মাঠ,মাঠ
3516,কিংবদন্তি,কিংবদন্তি
3517,রাজনীতি,রাজনীতি
3518,ভোদাফোন,ভোদাফোন
3519,লাহোর,লাহোর
3520,অ্যামাজন,অ্যামাজন
3521,নিরপেক্ষ,নিরপেক্ষতা
3522,আধুনিকা,আধুনিকা
3523,পুঁটে,পুঁটা
3524,পলাশ,পলাশ
3525,আলোকপাত,আলোকপাত
3526,করা,করা
3527,গণক,গণ
3528,রোদ,রোদ
3529,চড়া,চড়া
3530,লেজ,লেজ
3531,আস্ত,আস্ত
3532,নভোরজ,নভোরজ
3533,ক্লাইভ,ক্লাইভ
3534,সমাজব্যবস্থা,সমাজব্যবস্থা
3535,ছায়া,ছড়া
3536,টেক্সটাইল,টেক্সটাইল
3537,মহিষ,মহিষখোলা
3538,দক্ষিন,দক্ষিন
3539,সহমরণ,সহমরণ
3540,রস,রস
3541,ক্যালকুল্যাস,ক্যালকুল্যাস
3542,দেওয়া,দেওয়া
3543,পুলিশ,পুলিশ
3544,লোট,লোটা
3545,হকিম,হকিম
3546,বন্দুকযুদ্ধ,বন্দুকযুদ্ধে
3547,জট,জটি
3548,চালক,চালেকর
3549,প্যারেট,প্যারেট
3550,কখন,কখনো
3551,রেনো,রেনো
3552,বাগান,বাগান
3553,অনুশীলনী,অনুশীলন
3554,পূর্ভাবাস,পূর্ভাবাস
3555,সাজ,সাজা
3556,পশ্চাৎপদ,পশ্চাৎপদতা
3557,প্রতিপক্ষ,প্রতিপক্ষ
3558,যুদ্ধ,যুদ্ধ
3559,ময়দা,ময়দা
3560,বেসরকারী,বেসরকারী
3561,কদম,কদম
3562,কফরনাহূম,কফরনাহূম
3563,উকিল,ওকালতি
3564,সৈয়দ,সৈয়দ
3565,বিভেদ,বিভেদ
3566,নয়,নয়
3567,মাত্র,মাত্র
3568,সিন্ধ,সিন্ধ
3569,দুইজন,দুইজন
3570,তাফসির,তাফসির
3571,সরা,সরা
3572,উত্থাপন,উত্থাপন
3573,হটা,হটানো
3574,উদর,উদরপূর্তি
3575,আইসিইউ,আইসিইউ
3576,ঋদ্ধ,ঋদ্ধশালী
3577,মিলান,মিলান
3578,ফারহান,ফারহান
3579,গৃহ,গৃহ
3580,উপাসন,উপাসন
3581,লেখা,নিম্নে
3582,শুনানি,শুনানি
3583,টোরবেন,টোরি
3584,শিশু,শৈশব
3585,নম,নম
3586,ডিজিটাল,ডিজিটাল
3587,কাবাডি,কাবাডি
3588,এডিবি,এডিবি
3589,জাত,জাতীয়তাবাদ
3590,অর্ঘ্য,অর্ঘ্য
3591,আত্মপ্রচার,আত্মপ্রচারণা
3592,পশ্চিমখণ্ড,পশ্চিমখণ্ড
3593,তুঙ্গ,তুঙ্গ
3594,মুক্তা,মুক্তা
3595,মুখ্যমন্ত্রী,মুখ্যমন্ত্রী
3596,আমিষ,আমিষ
3597,পিছন,পিছন
3598,চর্বি,চর্বি
3599,অবিচ্ছিন্ন,অবিচ্ছিন্ন
3600,সাগর,সাগর
3601,বন্দীশালা,বন্দী
3602,গড়,গড়
3603,বহুমূল্য,বহুমূল্য
3604,ম্যাপ,ম্যাপ
3605,মনোক্সাইড,মনোক্সাইড
3606,খরচ,খরচ
3607,কৃষ্নমাচারী,কৃষ্নমাচারী
3608,অভিযুক্ত,অভিযুক্ত
3609,নিন্দক,নিন্দক
3610,ব্যাকগ্রাউন্ড,ব্যাকগ্রাউন্ড
3611,অনুক্রম,অনুক্রম
3612,অন্তর্মুখী,অন্তর্মুখী
3613,আশীর্বাদ,আশীর্বাদ
3614,রিভাস,রিভাস
3615,বিলুপ্তি,বিলুপ্ত
3616,চিংড়ি,চিংড়ি
3617,সংস্থা,সংস্থা
3618,নৌকাবাইচ,নৌকাবাইচ
3619,ঘৃণা,ঘৃণা
3620,মৃদুভাব,মৃদু
3621,পার্বত্যাঞ্চল,পার্বত্যাঞ্চল
3622,উপস্থাপন,উপস্থাপনা
3623,বন্ধু,বন্ধু
3624,অন্যান্য,অন্যান্য
3625,সর্বউপেক্ষা,সর্বাপেক্ষা
3626,তরুতল,তরু
3627,ফাঁকি,ফাঁকি
3628,গ্রাম,গ্রাম
3629,অক্টোপাস,অক্টোপাস
3630,আড়াল,আড়াল
3631,দ্বিপাক্ষিক,দ্বিপাক্ষিক
3632,জলসা,জলসার
3633,প্রোটোকল,প্রোটোকল
3634,ডিউটি,ডিউ
3635,তিনি,তিনি
3636,ধাতু,ধাতু
3637,পাবলিক,পাবলিক
3638,বিপ্লব,বিপ্লবী
3639,উল্কাপিণ্ড,উল্কাপিণ্ড
3640,একাশিয়া,একাশিয়া
3641,দ্যোতক,দ্যোতক
3642,দংশক,দংশক
3643,কিছু,কয়েক
3644,পথ,পথ
3645,অনুভব,অনুভব
3646,শ্রান্ত,শ্রান্ত
3647,আত্মসমর্পণ,আত্মসমর্পণ
3648,বলা,বলা
3649,ভেরীবাদক,ভেরীবাদ
3650,হুম,হুমম
3651,অবজ্ঞা,অবজ্ঞা
3652,আগমন,আগমন
3653,আসা,আসা
3654,স্ত্রীলোক,স্ত্রীলোক
3655,মজঃফরপুর,মজঃফরপুর
3656,আবাস,আবাস
3657,দূরদর্শন,দূরদর্শন
3658,ইমাম,ইমাম
3659,দেওয়া,দেওনা
3660,লাগানো,লাগা
3661,পাকসেনা,পাকসেনা
3662,বারাসত,বারাসত
3663,অদৃশ্য,অদৃশ্য
3664,প্রতিদ্বন্দ্বি,প্রতিদ্বন্দ্বিতা
3665,নৃত্যনাট্য,নৃত্যনাট্য
3666,দৌড়,দৌড়
3667,আশ্চর্য,আশ্চর্য
3668,বিন্দু,বিন্দুমাত্র
3669,সংখ্যা,সংখ্যা
3670,অনীহা,অনীহা
3671,ভাগ,ভাগ
3672,উত্ত্যক্ত,উত্ত্যক্ত
3673,অনুকরণ,অনুকরণ
3674,কাচা,কাচা
3675,কনভেনশন,কনভেনশন
3676,আমিনুল,আমিনুল
3677,সতর্ক,সতর্ক
3678,পৃথ্বী,পৃথ্বী
3679,প্রত্যায়ণ,প্রত্যাবর্তন
3680,আগোরা,আগোনা
3681,মূহুর্ত,মূহুর্ত
3682,বুট,বুট
3683,শাস্ত্রজ্ঞ,শাস্ত্রজ্ঞ
3684,উদ্ধৃতাংশ,উদ্ধৃতাংশ
3685,তুরঙ্গম,তুরঙ্গম
3686,কসাল,কসাল
3687,হংকং,হংকং
3688,উপধারা,উপধারা
3689,আক্রমণ,আক্রমণ
3690,মজুরি,মজুরি
3691,অধোগতি,অধোগতি
3692,সাড়া,সাড়াদান
3693,গাঁথা,গাঁথা
3694,প্রশ্ন,প্রশ্নবিদ্ধ
3695,ব্যুরো,ব্যুরোর
3696,একটানা,একটানা
3697,বক,বক
3698,পরিচ্ছেদ,পরিচ্ছেদ
3699,আহ্বানকারী,আহ্বানকারী
3700,হওয়া,হওয়া
3701,মেশিন,মেশিন
3702,দাঁড়া,দাঁড়া
3703,মনোযোগ,মনোযোগ
3704,উত্থান,উত্থান
3705,খিলগাঁও,খিলগাঁও
3706,কয়েকজন,কয়েকজন
3707,ঠোঁট,ঠোঁট
3708,শোনা,শোনা
3709,মিয়া,মিয়া
3710,যেটা,যে
3711,বিতৃষ্ণ,বিতৃষ্ণ
3712,সময়কার,সময়
3713,যোদ্ধা,যোদ্ধার
3714,লগ্ন,লগ্নী
3715,ব্রাজিল,ব্রাজিল
3716,চির,চির
3717,সহজতর,সহজ
3718,সকাল,সকাল
3719,রেখাপাত,রেখাপাত
3720,স্বাদপ্রাপ্ত,আস্বাদ
3721,জিলাপি,জিলাপি
3722,জীবাণু,জীবাণু
3723,দ্রব্যমূল্য,দ্রব্যমূল্য
3724,কত,কত
3725,জিজ্ঞেস,জিজ্ঞাস
3726,দিকপাল,দিকপাল
3727,স্থল,স্থল
3728,অবিশ্বাসী,অবিশ্বাস
3729,জাতি,জাতি
3730,খসরু,খসরু
3731,পরিশ্রম,পরিশ্রম
3732,আর,আরও
3733,ন্যাটো,ন্যাটো
3734,সোফি,সোফি
3735,আহ্বান,আহ্বান
3736,পিটারকি,পিটারকি
3737,আহমদ,আহমদ
3738,কান,কনা
3739,ফ্লোরিডা,ফ্লোরিডা
3740,বিধাননগর,বিধাননগর
3741,দ্বিগুণ,দ্বিগুণ
3742,চুরি,চুরি
3743,বিক্ষেপন,বিক্ষেপন
3744,শেষ,শেষ
3745,মুজাফফর,মুজাফরপুর
3746,অনুশাসন,অনুশাসন
3747,পৃথক,পৃথক
3748,ভাববিনিময়,ভাববিনিময়
3749,তৎকাল,তৎকাল
3750,আনলাইন,আনলাইন
3751,কাটা,কাটা
3752,কে,কে
3753,অর্থনীতি,অর্থনীতি
3754,ঝুলা,ঝুলা
3755,দাহ,দাহন
3756,বাঁধানো,বাঁধা
3757,অর্ধাবৃত,অর্ধাবৃত
3758,জুয়া,জুয়া
3759,ধ্বংস,ধ্বংস
3760,কণ্ঠস্বর,কণ্ঠস্বর
3761,তোলা,তোলা
3762,সম্মেলন,সম্মেলন
3763,বনরক্ষা,বনরক্ষী
3764,ব্যবস্থাচিত্ত,অব্যবস্থা
3765,স্বেদগ্রন্থি,স্বেদগ্রন্
3766,কাবাব,কাবাব
3767,জামরুল,জামরুল
3768,খনি,খনি
3769,দৈবসত্ত্বা,দৈবসত্ত্বা
3770,ছাত্র,ছাত্র
3771,সতের,সত
3772,অবনত,অবনতি
3773,বিশ্বাসঘাতক,বিশ্বাসঘাতক
3774,শিক্ষক,শিক্ষক
3775,ওয়ার্কসপ,ওয়ার্কসপ
3776,কোটামুক্ত,কোটা
3777,রূপ,রূপ
3778,কণ্ঠ,কণ্ঠ
3779,আস্তে,আস্ত
3780,বইমেলা,বইমেলা
3781,হান্নান,হান্নান
3782,সচিবালয়,সচিবালয়
3783,আবদার,আবদার
3784,সদস্য,সদস্য
3785,শেষ,শেষ
3786,সম্পর্ক,সম্পর্ক
3787,মাজা,মাজি
3788,হটা,হটলো
3789,সুসমাচার,সুসমাচার
3790,ভাবা,ভাবা
3791,উন্নত,উন্নত
3792,শামুক,শামুক
3793,ঢালাই,ঢালাই
3794,সংখ্যা,সংখ্যা
3795,ম্যাচ,ম্যাচ
3796,অগ্রভাগ,অগ্রভাগ
3797,পত্নী,পত্নী
3798,কারাবন্দী,কারাবন্দী
3799,একনায়কতন্ত্র,একনায়কতান্ত্রিক
3800,বাজানো,বাজানো
3801,লেখা,লেখা
3802,আটক,আটক
3803,কাটা,কাটা
3804,বলিউড,বলিউড
3805,অনুবিভাগ,অনুবিভাগ
3806,ওয়েব্রিজ,ওয়েব্রিজ
3807,উত্সর্গ,উত্সর্গ
3808,ফেলা,ফেলা
3809,চিকিৎসা,চিকিৎসা
3810,নাচ,নাচ
3811,সৈন্যদল,সৈন্য
3812,মালামাল,মালামাল
3813,আবছায়া,আবছায়া
3814,পুরুষ,পুরুষ
3815,লিয়াকত,লিয়াকত
3816,রিচার্ড্স,রিচার্ড্স
3817,কশাঘাত,কশাঘাত
3818,বিভাগ,বিভাগ
3819,সোঝা,সুঝানো
3820,বিশ্বস্ত,বিশ্বস্ত
3821,অনুতাপ,অনুতাপ
3822,ক্ষিপ্রতা,ক্ষিপ্রতা
3823,বৈদিক,বৈদিক
3824,তাল,তাল
3825,কোর্স,কোর্স
3826,কর্পূর,কর্পূর
3827,রিলিজিয়াসক্লজে,রিলিজিয়াসক্ল
3828,পদ্য,পদ্য
3829,শরৎকাল,শরৎকাল
3830,লুইচ্চার,লুইচ্চা
3831,মুহুর্মুহু,মুহুর্মুহুর্ত
3832,অযত্ন,অযত্ন
3833,অভিঘাত,অভিঘাত
3834,বিতরন,বিতরন
3835,রওয়া,আছে
3836,ইন্দেরার,ইন্দেরা
3837,অর্ধতল,অর্ধতল
3838,এনবিআর,এনবিআর
3839,করা,করা
3840,এতদূর,এতদূর
3841,কাচা,কাচা
3842,প্রেম,প্রেম
3843,অন্ধত্ব,অন্ধত্ব
3844,অনুশীলন,অনুশীলন
3845,ডেস্কটপ,ডেস্কটপ
3846,বৈদ্যনাথতলা,বৈদ্যনাথ
3847,অপবাদ,অপবাদ
3848,ইন্ডিয়ান,ইন্ডিয়ান
3849,অভদ্র,অভদ্র
3850,উপভোগ,উপভোগ
3851,লেখা,লেখা
3852,সে,তাহাদিগ
3853,অধিনায়ক,অধিনায়ক
3854,চাকরি,চাকরি
3855,এখতিয়ার,এখতিয়ার
3856,রাখা,রাখা
3857,উত্তীর্ণ,উত্তীর্ণ
3858,দেখা,দেখা
3859,ব্যাটালিয়ান,ব্যাটালিয়ান
3860,ঠাকুর,ঠাকুর
3861,প্রশ্ন,প্রশ্ন
3862,চাওয়া,চাওয়া
3863,ট্রায়াল,ট্রায়াল
3864,আত্মহত্যা,আত্মহত্যা
3865,মস্তিস্লাভেৎস,মস্তিস্লাভ
3866,প্যাসিফিক,প্যাসিফিকেসি
3867,উপদেশ,উপদেশ
3868,নন্দলাল,নন্দলাল
3869,ধর্ষণ,ধর্ষণ
3870,দেওয়া,দেওয়া
3871,বার,বার
3872,সংশয়মাত্র,সংশয়মাত্র
3873,বিবেচনা,বিবেচক
3874,আত্মতুষ্ট,আত্মতুষ্ট
3875,বিহার,বিহারী
3876,উৎপাটন,উৎপাটন
3877,ক্যাকটাস,ক্যাকটাস
3878,রেলস্টেশন,রেলস্টেশন
3879,মর্ম,মর্ম
3880,তরু,তরু
3881,মন্গোলিয়া,মন্গোলিয়ার
3882,পাল,পাল
3883,কর্তাভজা,কর্তাভজাদ
3884,এসএসকেএম,এসএসকেএম
3885,পিপড়া,পিপড়া
3886,নিখোঁজ,নিখোঁজ
3887,নাবিক,নাবি
3888,বাধা,বাধা
3889,আওতা,আওতা
3890,আরম্ভ,আরম্ভ
3891,কট,কটি
3892,পরিক্রমা,পরিক্রমা
3893,আমানত,আমানত
3894,রুটি,রুটি
3895,ইসলাম,ইসলামিক
3896,অম্বর,অম্বর
3897,হাতি,হাতি
3898,কোন,কোনমত
3899,পূর্বপ্রান্ত,পূর্বপ্রান্ত
3900,পাড়,পাড়
3901,উলটাদিকে,উলটাদিকে
3902,এপিডাব্লিউএ,এপিডাব্লিউ
3903,টুকি,টুকি
3904,নেপচুন,নেপচুন
3905,দুর্গনির্মাণ,দুর্গনির্মাণ
3906,অনুকারী,অনুকারী
3907,তুলি,তোলা
3908,ইংরেজ,ইংরেজ
3909,গ্রহ,গ্রহ
3910,চলা,চলা
3911,নিকাশ,নিকাশ
3912,ক্লজ,ক্লজ
3913,অনুযোগ,অনুযোগী
3914,সিস্টেম,সিস্টেম্
3915,ধুম,ধুম
3916,সুগন্ধ,সুগন্ধ
3917,আসবাব,আসবাব
3918,আত্মোৎসর্গ,আত্মোৎসর্গ
3919,আলু,আলু
